Word,POS Tag,Frekuensi
kasih,NOUN,15219
sangat,ADV,14846
mudah,ADJ,12641
terima,VERB,10472
jelas,ADJ,9630
cepat,ADJ,8849
ramah,ADJ,8548
kartu,NOUN,7460
tidak,PART,7454
layan,NOUN,6023
baik,ADJ,5704
cs,NOUN,5701
proses,NOUN,5056
bantu,VERB,4710
limit,NOUN,4160
terima,NOUN,4002
kredit,NOUN,3882
bagus,ADJ,2999
sekali,ADV,2333
ribet,ADJ,2322
bantu,NOUN,2252
banget,X,1976
call,PROPN,1926
mantap,ADJ,1886
daftar,NOUN,1792
detail,ADJ,1777
customer,NOUN,1752
data,NOUN,1726
paham,VERB,1537
informasi,NOUN,1532
nya,PRON,1490
nama,NOUN,1478
tuju,VERB,1427
aktivasi,NOUN,1419
lancar,ADJ,1267
sukses,ADJ,1186
service,NOUN,1162
acc,PROPN,1136
video,NOUN,1121
langsung,ADV,1040
cs,X,999
pakai,VERB,993
gampang,ADJ,968
manfaat,NOUN,941
card,PROPN,925
welcome,X,910
belum,PART,896
aman,ADJ,885
guna,ADP,862
aja,VERB,805
bayar,VERB,778
call,NOUN,739
kali,NOUN,728
respon,NOUN,715
sopan,ADJ,710
aktif,ADJ,697
verifikasi,NOUN,690
bintang,NOUN,649
lama,ADJ,648
langsung,ADJ,646
trimakasih,NOUN,641
isi,NOUN,637
simple,ADJ,625
call,X,618
acc,NOUN,612
keren,ADJ,607
coba,VERB,601
care,NOUN,597
admin,NOUN,574
apk,NOUN,550
depan,ADJ,545
biaya,NOUN,529
lah,PART,527
detail,NOUN,524
guna,NOUN,516
transaksi,NOUN,503
kendala,NOUN,494
cepet,X,481
jam,NOUN,475
sulit,ADJ,474
muas,ADJ,471
butuh,VERB,464
info,NOUN,461
pokok,NOUN,459
arah,NOUN,446
vc,NOUN,431
tipu,NOUN,430
operator,NOUN,427
belanja,NOUN,427
good,PROPN,423
lengkap,ADJ,421
sukses,NOUN,415
percaya,VERB,406
jangan,PART,404
lumayan,ADV,402
best,PROPN,395
masuk,VERB,391
bunga,NOUN,388
sampai,ADP,382
buka,VERB,379
orang,NOUN,373
the,PROPN,371
simpel,ADJ,369
terang,ADJ,363
costumer,NOUN,363
tunggu,VERB,353
care,PROPN,351
top,ADJ,350
sabar,ADJ,341
puas,ADJ,339
tolak,VERB,335
credit,PROPN,332
aktifasi,NOUN,329
hapus,VERB,322
rekomendasi,NOUN,320
tunggu,X,320
senang,ADJ,317
fitur,NOUN,308
customer,PROPN,298
bank,NOUN,293
pake,X,292
informatif,ADJ,292
tugas,NOUN,290
uang,NOUN,289
edukasi,NOUN,283
kirim,VERB,280
hati,NOUN,280
acc,ADJ,278
tolak,NOUN,275
gagal,VERB,273
rupiah,NOUN,272
bayar,NOUN,270
trima,NOUN,267
welcome,PROPN,267
salah,ADJ,262
kait,NOUN,254
tele,NOUN,252
ktp,NOUN,250
center,PROPN,249
akun,NOUN,247
benar,ADJ,244
apply,NOUN,239
singkat,ADJ,238
maju,VERB,237
tolong,NOUN,234
registrasi,NOUN,231
jasa,NOUN,229
nasabah,NOUN,223
approve,NOUN,218
fisik,NOUN,216
iklan,NOUN,215
you,PROPN,215
pake,VERB,215
hasil,NOUN,213
alam,NOUN,209
tinggal,ADV,208
tambah,VERB,207
menit,NOUN,207
syarat,NOUN,206
sehat,ADJ,206
wajah,NOUN,203
vc,PROPN,202
admin,PROPN,201
alhamdulil,NOUN,201
qris,NOUN,200
awan,NOUN,198
konfirmasi,NOUN,196
muncul,VERB,194
banget,VERB,193
online,ADJ,188
sesuai,ADP,188
naik,VERB,188
ambar,NOUN,188
indah,ADJ,187
erik,NOUN,185
kembang,NOUN,185
sya,PRON,184
jalan,NOUN,182
foto,NOUN,178
komunikatif,ADJ,178
bikin,VERB,178
video,PROPN,177
servis,NOUN,176
buruk,ADJ,176
sesuai,ADJ,173
hari,NOUN,172
hapus,NOUN,172
padat,ADJ,171
lupa,VERB,171
cicil,VERB,168
produk,NOUN,163
coba,ADV,162
vidio,NOUN,162
up,PROPN,159
job,PROPN,158
kirim,NOUN,158
praktis,ADJ,157
agen,NOUN,156
anam,NOUN,155
panggil,VERB,154
aneh,ADJ,154
pas,NOUN,154
depan,NOUN,153
tuju,NOUN,153
saldo,NOUN,153
nyaman,ADJ,152
selesai,VERB,151
juta,NOUN,151
tanggap,VERB,150
download,NOUN,149
tagih,VERB,149
tarik,VERB,149
jaga,VERB,149
welcome,NOUN,147
saran,NOUN,147
suruh,NOUN,146
ngajuin,VERB,146
enak,ADJ,146
sayang,ADJ,145
tingkat,NOUN,145
rinci,ADJ,145
suka,VERB,143
alhamdulil,VERB,143
aji,NOUN,143
masalah,NOUN,142
sistem,NOUN,142
anas,NOUN,141
banget,ADV,141
mubarok,NOUN,140
maxi,NOUN,140
hubung,VERB,140
usaha,NOUN,139
thank,PROPN,139
salah,VERB,138
ulang,NOUN,136
belit,VERB,136
hubung,NOUN,136
maaf,NOUN,135
bukan,PART,134
kakak,NOUN,133
ny,NOUN,133
jaya,NOUN,132
batu,NOUN,131
dana,NOUN,130
mohon,VERB,130
approval,NOUN,130
tagih,NOUN,129
approve,X,128
kerja,NOUN,127
malam,NOUN,126
mukhtar,NOUN,125
profesional,ADJ,122
amanah,NOUN,122
super,ADV,120
solusi,NOUN,119
pagi,NOUN,119
cpt,NOUN,119
pelayana,NOUN,119
burhan,NOUN,118
wa,PROPN,117
arif,ADJ,116
tolong,ADV,116
trims,NOUN,115
specialist,X,115
murah,ADJ,115
poko,NOUN,114
pinjol,NOUN,113
pinjam,NOUN,113
mantab,ADJ,113
tgl,NOUN,113
mohon,NOUN,112
suruh,VERB,112
putri,NOUN,112
milik,NOUN,112
dodi,NOUN,112
via,PROPN,111
responsif,ADJ,111
acc,X,111
perak,NOUN,110
kena,VERB,109
bijak,ADJ,109
bilang,VERB,109
wellcome,PROPN,109
doang,X,109
yaa,PART,107
hones,NOUN,106
cantik,ADJ,106
adnan,NOUN,106
sgt,NOUN,104
bulan,NOUN,104
mana,PRON,104
arifin,NOUN,104
dan,CCONJ,103
muas,NOUN,103
cs,PROPN,102
ribu,NOUN,102
rumah,NOUN,102
pribadi,ADJ,102
kecewa,ADJ,102
ny,X,102
pengajua,NOUN,101
nya,DET,101
gede,NOUN,101
mula,NOUN,101
nara,NOUN,101
bicara,VERB,101
gimana,ADV,101
eky,NOUN,100
agent,NOUN,99
blokir,NOUN,99
soni,NOUN,99
satria,NOUN,99
care,X,98
bener,NOUN,98
yunus,NOUN,97
fahri,NOUN,97
si,DET,97
kaya,ADJ,97
pas,VERB,97
teman,NOUN,96
apa,PRON,96
rayhan,NOUN,96
terimaksih,VERB,95
senyum,ADJ,95
akurat,ADJ,95
tanggung,VERB,95
set,NOUN,94
ku,PRON,94
cs,ADJ,92
layan,X,92
ttg,NOUN,92
had,NOUN,91
tinggal,VERB,91
thank,NOUN,91
tahun,NOUN,90
tahan,VERB,90
alas,NOUN,90
muda,ADJ,90
ngasih,VERB,90
service,X,89
rumit,ADJ,89
rendah,ADJ,89
bahasa,NOUN,89
dll,NOUN,88
videocall,NOUN,88
cust,NOUN,88
fast,PROPN,88
tpi,NOUN,87
cuman,ADV,87
komunikasi,NOUN,87
jgn,X,87
ksh,NOUN,86
kaka,NOUN,86
to,PROPN,86
customer,X,86
ambil,VERB,86
scan,NOUN,85
tolong,VERB,85
tanggal,NOUN,85
bg,X,85
detil,ADJ,84
cocok,ADJ,84
beli,VERB,83
siang,NOUN,83
sat,NOUN,82
jelasin,VERB,82
verifikasi,VERB,82
dewan,NOUN,82
vcall,NOUN,81
gita,NOUN,80
sayful,NOUN,80
merry,PROPN,80
yosep,NOUN,80
bingung,VERB,80
tim,NOUN,79
update,NOUN,79
rama,NOUN,79
hindar,VERB,78
bca,NOUN,78
nomor,NOUN,78
download,VERB,77
gaji,NOUN,77
amanda,NOUN,77
penuh,ADJ,77
kasi,NOUN,77
syaiful,PROPN,76
dila,NOUN,76
cm,NOUN,75
min,NOUN,75
specialist,ADJ,75
org,NOUN,75
no,PROPN,75
alhamdulil,ADJ,75
harap,ADV,74
staff,NOUN,74
desi,NOUN,74
tangan,NOUN,74
eva,NOUN,74
no,NOUN,74
bp,NOUN,74
pilih,VERB,73
lugas,ADJ,73
recomended,ADJ,73
jga,X,73
modus,NOUN,72
telpon,NOUN,72
team,NOUN,72
jelek,ADJ,71
pinjam,VERB,71
salam,NOUN,71
saudara,NOUN,71
custumer,NOUN,70
trs,NOUN,70
is,PROPN,70
cicil,NOUN,70
gimana,X,69
aja,X,69
akses,NOUN,69
belit,ADJ,69
full,ADJ,69
ade,NOUN,69
mending,X,69
ny,PROPN,69
sangan,NOUN,68
eggy,NOUN,68
beda,ADJ,68
cepet,VERB,68
emang,X,67
buat,ADP,67
amel,NOUN,67
kunci,NOUN,66
pemberitahuan,NOUN,66
buat,VERB,66
derby,NOUN,65
pradana,NOUN,65
via,NOUN,65
coba,X,65
tunai,NOUN,65
fahami,VERB,64
yusep,NOUN,64
lolos,VERB,64
minggu,NOUN,64
had,X,64
perlu,ADV,64
dila,PRON,63
jaya,ADJ,63
besok,NOUN,63
tolong,X,63
pas,X,62
uninstall,VERB,61
dipake,VERB,61
ni,PROPN,61
aprove,NOUN,61
laku,NOUN,61
lanjut,VERB,61
gabung,VERB,61
egi,NOUN,61
lunas,ADJ,60
atas,ADP,60
santun,ADJ,60
trimaksih,NOUN,60
trmksh,NOUN,60
jujur,ADJ,60
dn,X,60
callnya,NOUN,60
wellcome,X,59
zin,NOUN,59
instal,VERB,59
terimakasi,VERB,59
wellcome,NOUN,59
bimbing,VERB,59
sempat,ADV,59
iseng,NOUN,58
smg,NOUN,58
pungki,NOUN,58
alamat,NOUN,58
ringan,ADJ,58
biar,NOUN,58
fast,X,58
ayu,NOUN,58
bik,VERB,57
putri,PROPN,57
kenal,VERB,57
modal,NOUN,57
service,PROPN,57
cicil,ADJ,56
langgan,NOUN,56
login,NOUN,56
konsumen,NOUN,56
wa,NOUN,56
amin,NOUN,56
jamin,VERB,55
atur,VERB,55
uninstal,VERB,55
william,PROPN,55
tutup,VERB,55
yah,PART,55
dapat,AUX,54
ngak,X,54
smua,NOUN,54
dija,PROPN,54
panggil,NOUN,54
terimah,VERB,54
paham,NOUN,54
luis,NOUN,53
kecewa,NOUN,53
mending,NOUN,53
tahap,NOUN,53
sma,NOUN,53
carenya,NOUN,53
ulfa,NOUN,53
suruh,X,53
masyarakat,NOUN,53
belanja,VERB,52
credit,NOUN,52
cs,VERB,52
digital,ADJ,52
beliau,PRON,52
staf,NOUN,52
biar,SCONJ,51
zi,PROPN,51
curi,VERB,51
ragu,ADJ,51
hitung,VERB,51
gua,NOUN,50
metode,NOUN,50
syaiful,NOUN,50
aktivitas,NOUN,50
sedia,ADJ,49
diacc,NOUN,49
sore,NOUN,49
otp,NOUN,49
perihal,NOUN,49
fleksibel,ADJ,49
fasilitas,NOUN,49
spesialist,NOUN,49
ubah,VERB,49
dri,NOUN,49
tempo,NOUN,49
paylater,NOUN,49
layan,PROPN,49
untung,ADP,49
jgn,NOUN,48
netty,NOUN,48
pasti,ADJ,48
krtu,NOUN,48
sampah,NOUN,48
mantab,NOUN,48
promo,NOUN,48
awal,ADJ,48
lambat,ADJ,48
vidcall,NOUN,48
yunet,NOUN,48
rekening,NOUN,48
urus,VERB,48
slip,NOUN,48
jah,NOUN,47
jatuh,VERB,47
kode,NOUN,47
asli,ADJ,47
kurang,ADV,47
christoper,PROPN,47
login,VERB,47
fast,ADJ,47
duit,NOUN,47
mantep,X,47
slalu,NOUN,47
tober,NOUN,47
doni,NOUN,47
dlu,X,46
ko,NOUN,46
mantapp,X,46
rizky,NOUN,46
kayak,X,46
indonesia,PROPN,46
baca,VERB,46
muka,NOUN,46
darurat,ADJ,46
sdr,PROPN,46
mb,NOUN,46
antoni,NOUN,46
paham,ADJ,46
terimkasih,VERB,45
lgsg,X,45
mohon,X,45
ojk,NOUN,45
minimal,ADJ,45
mbk,NOUN,45
arif,NOUN,45
hehe,X,45
takut,VERB,45
kridit,NOUN,45
bukti,NOUN,45
fungsi,NOUN,45
by,X,45
asmi,NOUN,44
kah,PART,44
hamdani,NOUN,44
skali,NOUN,44
putus,VERB,44
gin,NOUN,44
and,X,44
mulu,NOUN,44
cuman,VERB,44
tetep,X,44
ferdy,PROPN,43
lihat,VERB,43
lucu,ADJ,43
menu,NOUN,43
kl,X,43
banyak,ADV,43
william,NOUN,43
tata,NOUN,43
auto,NOUN,43
bahaya,NOUN,43
krna,NOUN,43
robi,NOUN,43
kpd,NOUN,43
ulas,VERB,43
perinci,NOUN,43
dilla,NOUN,42
debit,NOUN,42
yah,X,42
ganti,VERB,42
beri,VERB,42
hilang,VERB,41
skor,NOUN,41
lgsg,NOUN,41
tuk,NOUN,41
sdr,NOUN,41
honest,PROPN,41
pegang,VERB,41
wawancara,NOUN,41
perinci,VERB,41
gercep,NOUN,41
waspada,ADJ,41
prosedur,NOUN,41
erifa,NOUN,41
mantul,VERB,41
mah,NOUN,41
pin,NOUN,41
ringkas,ADJ,41
td,NOUN,41
rating,NOUN,40
komen,NOUN,40
dlu,NOUN,40
maxi,PROPN,40
christoper,NOUN,40
niat,NOUN,40
offline,ADJ,40
derby,PROPN,40
nomer,NOUN,40
janji,NOUN,40
iseng,X,40
rekomended,ADJ,40
mengatasnamakan,VERB,40
al,PROPN,39
mahal,ADJ,39
hornest,NOUN,39
rekomendasi,ADJ,39
sngat,NOUN,39
gamblang,ADJ,39
engga,X,39
topup,NOUN,39
bnget,X,39
kris,NOUN,39
swafoto,NOUN,39
limit,X,38
masukin,VERB,38
you,X,38
alf,PROPN,38
atha,NOUN,38
by,ADP,38
eki,NOUN,38
sllu,NOUN,37
transfer,NOUN,37
by,PROPN,37
user,NOUN,37
trims,PROPN,37
tlp,NOUN,37
payah,NOUN,37
mantappp,X,37
affan,NOUN,37
dn,NOUN,37
christopher,PROPN,37
bpjs,NOUN,37
maksimal,ADJ,37
reyhan,NOUN,37
sahabat,NOUN,37
bri,NOUN,37
arifin,PROPN,37
amanah,ADJ,37
kabar,NOUN,37
bantu,X,37
ngk,X,37
wajib,NOUN,36
pngajuan,NOUN,36
costumer,PROPN,36
sungguh,ADV,36
rizki,NOUN,36
bara,NOUN,36
selamat,ADJ,36
diza,PROPN,36
nyoba,NOUN,36
notif,NOUN,36
so,X,36
nyoba,VERB,36
depa,NOUN,36
fee,NOUN,35
ulang,ADV,35
ulas,NOUN,35
ujung,NOUN,35
faris,NOUN,35
kesan,NOUN,35
super,X,35
install,VERB,35
fahri,PROPN,35
pengunaan,NOUN,35
trm,NOUN,35
awas,NOUN,35
trimakasih,VERB,35
nice,PROPN,35
tarik,NOUN,35
nyaa,PRON,35
tunjuk,VERB,35
kocak,ADJ,35
tunggu,NOUN,34
ksih,NOUN,34
tanggung,NOUN,34
bangett,X,34
mantul,NOUN,34
bro,NOUN,34
review,NOUN,34
merchant,NOUN,34
uni,PROPN,34
custemer,NOUN,34
banding,NOUN,34
ccs,PROPN,34
selfi,NOUN,34
cek,VERB,34
aj,NOUN,34
biar,ADV,34
karyawan,NOUN,34
muhtar,NOUN,34
cari,VERB,34
thankyou,PROPN,34
jem,NOUN,33
jayadi,NOUN,33
perdana,ADJ,33
hafiz,NOUN,33
ismi,NOUN,33
lumayan,X,33
gila,NOUN,33
uya,NOUN,33
disalahgunakan,VERB,33
cair,ADJ,33
approved,X,33
makas,NOUN,33
thank,X,33
jaring,NOUN,33
rekomen,NOUN,33
harap,NOUN,33
chat,NOUN,33
lsg,X,32
custamer,NOUN,32
marak,ADJ,32
you,NOUN,32
makan,VERB,32
rugi,NOUN,32
berkah,NOUN,32
uda,X,32
sngt,NOUN,32
ats,NOUN,32
putar,NOUN,32
mengaktivasi,VERB,32
bawa,VERB,32
batas,NOUN,32
desy,NOUN,32
tamah,ADJ,32
ccs,NOUN,32
internet,NOUN,31
sgt,PROPN,31
sesi,NOUN,31
limite,NOUN,31
mbk,X,31
cuman,X,31
umur,NOUN,31
lapor,VERB,31
lapor,NOUN,31
bisnis,NOUN,31
muchtar,NOUN,31
team,PROPN,31
ngisi,VERB,31
tuh,X,31
ragu,VERB,31
aku,PRON,31
gabisa,X,31
kembali,ADV,31
selfie,NOUN,31
bik,NOUN,31
kerjasama,NOUN,31
aja,NOUN,31
trimakasi,NOUN,31
bener,VERB,31
tenor,NOUN,31
mah,X,30
support,NOUN,30
kemarin,ADV,30
biar,ADP,30
khusus,ADJ,30
sederhana,ADJ,30
bi,NOUN,30
program,NOUN,30
josua,NOUN,30
mengunakan,VERB,30
nilai,NOUN,30
mr,PROPN,30
friendly,PROPN,30
om,NOUN,30
bebas,ADJ,30
bener,X,30
eli,NOUN,30
malem,NOUN,30
teliti,ADJ,29
andal,ADJ,29
kilat,ADJ,29
nea,PROPN,29
ngerti,VERB,29
satset,NOUN,29
eggy,PROPN,29
saeful,NOUN,29
lebih,ADV,29
kualitas,NOUN,29
difahami,VERB,29
anti,ADJ,29
transparan,ADJ,29
ganggu,VERB,29
vc,X,29
putra,NOUN,29
blum,NOUN,29
nyesel,X,29
fanny,PROPN,29
dadak,NOUN,29
email,NOUN,29
beda,VERB,29
aamiin,NOUN,29
sumpah,NOUN,29
tentu,ADV,29
iqbal,NOUN,29
marketing,NOUN,28
apresiasi,NOUN,28
naikin,VERB,28
sonny,NOUN,28
first,PROPN,28
vidio,PROPN,28
mery,NOUN,28
vicall,NOUN,28
sll,NOUN,28
bravo,PROPN,28
honest,NOUN,28
slalu,ADJ,28
layan,ADJ,28
mukhtar,PROPN,28
specialist,NOUN,28
wiliam,NOUN,28
pas,ADJ,28
hutang,NOUN,28
had,PROPN,28
semangat,NOUN,28
mula,VERB,28
habis,ADJ,28
lu,NOUN,28
muktar,NOUN,27
andi,NOUN,27
pertama,ADJ,27
hehehe,X,27
pake,NOUN,27
bimbing,NOUN,27
makas,ADJ,27
siti,NOUN,27
terima,X,27
yah,NOUN,27
arief,NOUN,27
bru,NOUN,27
byk,X,27
inti,NOUN,27
bnyak,X,27
opsi,NOUN,27
buang,VERB,27
dng,X,27
tulis,NOUN,27
raih,VERB,27
kaget,ADJ,27
dija,VERB,27
bln,NOUN,27
gilir,NOUN,27
nambah,VERB,27
nyata,ADJ,27
kaga,X,27
jadi,VERB,26
semangat,ADJ,26
specialist,PROPN,26
penjelesan,NOUN,26
bos,NOUN,26
layan,VERB,26
all,PROPN,26
hitung,NOUN,26
terus,ADV,26
in,X,26
segitu,ADV,26
keluarga,NOUN,26
cepet,NOUN,26
tawar,VERB,26
hendri,NOUN,26
minggu,VERB,26
ngejelasin,VERB,26
kang,NOUN,26
rayhan,PROPN,26
muas,VERB,26
feby,NOUN,26
utama,ADJ,26
daftar,PROPN,26
lbh,X,26
riwayat,NOUN,26
zee,NOUN,25
asik,ADJ,25
yusep,PROPN,25
trima,VERB,25
bgus,NOUN,25
lngsung,X,25
zia,NOUN,25
otomatis,ADJ,25
online,PROPN,25
honset,NOUN,25
gratis,ADJ,25
barusan,NOUN,25
sayang,NOUN,25
bantua,NOUN,25
kooperatif,ADJ,25
liat,NOUN,25
ayo,NOUN,25
aktifin,NOUN,25
pikir,NOUN,25
tuk,VERB,25
nyangka,VERB,25
temen,NOUN,25
penyalahgunaan,NOUN,25
fatan,NOUN,25
saat,ADP,25
jaman,NOUN,25
iyan,PROPN,24
isyana,NOUN,24
uninstall,NOUN,24
trmksh,PROPN,24
welcoming,PROPN,24
ajuin,VERB,24
dewa,NOUN,24
diapprove,VERB,24
minimum,NOUN,24
permata,NOUN,24
aneh,NOUN,24
memberitahu,VERB,24
tahu,VERB,24
hebat,ADJ,24
best,X,24
download,X,24
liat,ADJ,24
allah,PROPN,24
jayadi,PROPN,24
untk,ADP,24
rekan,NOUN,24
jaga,NOUN,24
da,X,24
maksih,VERB,24
elly,PROPN,24
abang,NOUN,24
yunet,PROPN,24
himbauan,NOUN,23
agent,PROPN,23
harap,VERB,23
telp,NOUN,23
inovasi,NOUN,23
dea,NOUN,23
batal,ADJ,23
manis,ADJ,23
telat,ADJ,23
harga,NOUN,23
sengaja,ADV,23
senyum,NOUN,23
kadang,ADV,23
ingat,VERB,23
honnest,NOUN,23
ad,VERB,23
jawab,NOUN,23
lgi,X,23
alhamduli,NOUN,23
irsyad,NOUN,23
buru,VERB,23
centre,PROPN,23
kedok,NOUN,23
ahmad,NOUN,23
mukhtar,ADJ,23
efektif,ADJ,23
limit,ADJ,23
klik,VERB,23
sekian,ADV,23
mantab,X,23
louis,PROPN,23
lbh,NOUN,23
hr,NOUN,23
sinyal,NOUN,23
humble,NOUN,23
calon,NOUN,23
layak,ADJ,23
dtg,NOUN,23
anak,NOUN,23
tampil,VERB,23
mesti,AUX,23
minim,ADJ,23
donk,NOUN,23
dl,NOUN,23
jempol,NOUN,22
toko,NOUN,22
pesan,NOUN,22
permen,NOUN,22
berkah,VERB,22
apri,NOUN,22
admi,NOUN,22
avan,NOUN,22
ajar,NOUN,22
kembali,VERB,22
bagi,ADP,22
tabung,NOUN,22
ni,NOUN,22
desak,VERB,22
kek,X,22
klu,NOUN,22
fathan,NOUN,22
koran,NOUN,22
dinda,NOUN,22
dijelasin,VERB,22
gita,VERB,22
mkasih,NOUN,22
status,NOUN,22
gajelas,X,22
masak,NOUN,22
saipul,NOUN,22
limit,PROPN,22
mb,X,22
bentuk,NOUN,22
aamiin,ADJ,22
pemgajuan,NOUN,22
belah,VERB,22
yudi,PROPN,22
skrng,NOUN,21
salam,ADP,21
administrasi,NOUN,21
terimaksih,NOUN,21
pelayananan,NOUN,21
cristoper,NOUN,21
rek,NOUN,21
suara,NOUN,21
canggih,ADJ,21
tutup,NOUN,21
ucap,VERB,21
iur,NOUN,21
sungguh,ADJ,21
maaf,VERB,21
dija,NOUN,21
na,PROPN,21
plus,NOUN,21
ken,NOUN,21
kocak,NOUN,21
antri,NOUN,21
tips,NOUN,21
jga,NOUN,21
telepon,NOUN,21
kantor,NOUN,21
persen,NOUN,21
jelasin,X,21
erika,NOUN,21
main,VERB,21
dika,NOUN,21
gmna,NOUN,21
mlm,NOUN,20
komentar,NOUN,20
ikut,VERB,20
salahgunakan,VERB,20
kuota,NOUN,20
berat,ADJ,20
yuda,NOUN,20
pdhl,X,20
byr,NOUN,20
bsa,X,20
rekomend,NOUN,20
privasi,NOUN,20
baru,ADJ,20
ketemu,VERB,20
repot,ADJ,20
bni,NOUN,20
mandiri,ADJ,20
eric,PROPN,20
link,NOUN,20
eky,PROPN,20
make,X,20
klau,X,20
pendaftara,NOUN,20
bsa,VERB,20
wajib,AUX,20
minat,NOUN,20
kondisi,NOUN,20
rasta,NOUN,20
yosef,NOUN,20
payah,ADJ,20
jga,VERB,20
time,PROPN,20
atm,NOUN,20
wow,PROPN,20
nominal,NOUN,20
serta,CCONJ,20
apply,X,20
php,NOUN,20
tlpn,NOUN,20
serba,NOUN,20
unik,ADJ,20
ah,PART,20
smga,NOUN,20
cmn,NOUN,20
riski,NOUN,20
apps,NOUN,19
apl,NOUN,19
unistal,NOUN,19
satu,NUM,19
dunia,NOUN,19
kriteria,NOUN,19
telaten,ADJ,19
arief,PROPN,19
sangan,ADV,19
recomend,NOUN,19
via,X,19
risma,NOUN,19
ngambil,VERB,19
pke,X,19
ngajukan,VERB,19
nyampe,VERB,19
pk,NOUN,19
dh,X,19
widi,PROPN,19
trimkasih,NOUN,19
sebar,VERB,19
golong,NOUN,19
segi,NOUN,19
edukatif,ADJ,19
egy,PROPN,19
ccnya,NOUN,19
kredivo,NOUN,19
gada,NOUN,19
doang,NOUN,19
castamer,NOUN,19
ganteng,ADJ,19
bangun,VERB,19
apk,X,19
balas,VERB,18
tau,VERB,18
denda,NOUN,18
apk,VERB,18
uninstal,NOUN,18
wow,X,18
smga,X,18
kalah,VERB,18
hahaha,X,18
error,NOUN,18
poto,NOUN,18
widi,NOUN,18
sngat,X,18
santai,ADJ,18
hub,NOUN,18
verif,NOUN,18
bohong,NOUN,18
cakap,ADJ,18
mnt,NOUN,18
ajuin,X,18
gampang,ADV,18
bnyk,NOUN,18
mu,PRON,18
alf,NOUN,18
situ,NOUN,18
cerna,NOUN,18
ridho,NOUN,18
eti,PROPN,18
sngat,VERB,18
awam,ADJ,18
upgrade,NOUN,18
unt,NOUN,18
kena,NOUN,18
respons,NOUN,18
klu,X,18
desy,PROPN,18
whatsapp,PROPN,18
ekonomi,NOUN,18
syukur,NOUN,18
cetak,VERB,18
detail,PROPN,18
maksud,VERB,18
thankyou,X,17
ber,VERB,17
sip,NOUN,17
sayang,ADV,17
rahasia,NOUN,17
mksih,NOUN,17
dngan,ADP,17
qr,NOUN,17
dokumen,NOUN,17
vidiocall,NOUN,17
jajan,NOUN,17
ad,NOUN,17
tambahin,VERB,17
bsa,NOUN,17
saat,SCONJ,17
maxi,X,17
direspon,VERB,17
koq,X,17
tua,ADJ,17
rey,PROPN,17
potong,NOUN,17
promonya,NOUN,17
platform,NOUN,17
kelas,NOUN,17
antisipasi,NOUN,17
liat,VERB,17
pungki,PROPN,17
rizky,PROPN,17
scam,NOUN,17
ko,X,17
awas,VERB,17
cerah,ADJ,17
fanny,NOUN,17
mampu,AUX,17
ckp,NOUN,17
service,ADJ,17
joshua,PROPN,17
dasar,ADJ,17
luar,ADP,17
daptar,NOUN,17
maka,SCONJ,17
ribet,X,17
nyoba,X,17
approved,NOUN,17
jebak,VERB,17
contoh,NOUN,17
penyampain,NOUN,17
payment,NOUN,17
pengaktivan,NOUN,16
rbu,NOUN,16
member,NOUN,16
hukum,NOUN,16
penggunaa,NOUN,16
costomer,NOUN,16
disetujuin,VERB,16
sgt,X,16
reza,NOUN,16
pay,X,16
jaya,VERB,16
resmi,ADJ,16
puluh,NUM,16
cal,NOUN,16
era,NOUN,16
nambah,NOUN,16
jos,NOUN,16
pangajuan,NOUN,16
faris,PROPN,16
poin,NOUN,16
willy,PROPN,16
libur,NOUN,16
far,PROPN,16
mz,NOUN,16
eror,NOUN,16
uninstall,X,16
henry,PROPN,16
finansial,ADJ,16
hallo,NOUN,16
urus,NOUN,16
detik,NOUN,16
deposit,NOUN,16
dengar,VERB,16
sangt,NOUN,16
sangka,VERB,16
pikir,VERB,16
way,X,16
oknum,NOUN,16
non,ADJ,16
info,PROPN,16
indomaret,NOUN,16
yudha,PROPN,16
simple,NOUN,16
kirain,NOUN,16
good,X,16
kiky,NOUN,16
kl,NOUN,16
seru,ADJ,16
biar,X,16
kyk,X,16
detai,NOUN,16
virtual,ADJ,16
ngebantu,X,16
kawan,NOUN,16
pakai,NOUN,16
td,X,16
kagak,X,16
baguss,ADJ,15
hidup,VERB,15
ttp,X,15
tambah,NOUN,15
dompet,NOUN,15
infomasi,NOUN,15
stlh,X,15
stuck,NOUN,15
ter,VERB,15
wkwk,NOUN,15
juan,NOUN,15
wkwkwk,X,15
lgi,NOUN,15
negeri,NOUN,15
bangat,X,15
log,X,15
erick,NOUN,15
eriva,NOUN,15
joss,NOUN,15
maida,NOUN,15
adm,NOUN,15
password,NOUN,15
uni,NOUN,15
mulu,X,15
sya,DET,15
doank,NOUN,15
mksih,X,15
card,NOUN,15
dona,NOUN,15
beneran,VERB,15
dika,PRON,15
egy,NOUN,15
mati,ADJ,15
recomend,X,15
shopee,NOUN,15
sigap,ADJ,15
via,ADP,15
thankyou,NOUN,15
ngebantu,VERB,15
bnyk,X,15
hambat,VERB,15
kurir,NOUN,15
kalang,NOUN,15
ngajuin,X,15
overall,ADJ,15
dal,NOUN,15
nga,X,15
kala,NOUN,15
usia,NOUN,15
utari,NOUN,15
the,X,15
sempurna,ADJ,15
kes,NOUN,15
visa,NOUN,15
klw,NOUN,15
komplain,NOUN,15
